BSNL SSA,DISTRICT,LOCATION,PS/HO,PHASE,Router,VoIP,Video Conference,Primary Link,Secondary Link,DATE,Landline No.,STATUS,USER-ID,STATIC-IP,
DTJ,Garhwa,SC/ST PS,PS,,,Na,No,P2P/UTP,,7.3.2019,,Commissioned,,,
DTJ,Garhwa,Mahila Nagar Untari,PS,,,Na,No,P2P/UTP,VPNODongal-JIO,8.3.2019,,Commissioned,,,
HZB,Giridih,Giridih Nagar P.S,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,01-04-13,06532-222116,Commissioned,gir_ps@jkd.cctns.in,10.11.88.76,
HZB,Giridih,Bengabad ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,13-04-13,06532-236607,Commissioned,ben_ds_sb@jkd.cctns.in,10.123.224.135,
HZB,Giridih,Jamua,PS,2,1900,No,Yes,P2P/UTP,,04-11-13,06554-242418,Commissioned,vpn_jma_ps@jkd.cctns.in,10.11.88.101,
HZB,Giridih,Rajdhawar,PS,2,1900+800,No,Yes,VPNoBB,,04-11-13,06554-235957,Commissioned,vpn_raj_ps@jkd.cctns.in,10.11.88.102,
HZB,Giridih,Gawan,PS,2,1900+800,No,Yes,VPNoBB,,24-04-13,06556-234163,Commissioned,vpn_gawan_ps@jkd.cctns.in,10.123.224.140,
HZB,Giridih,Tisri ,PS,2,1900+800,No,Yes,VPNoBB,,04-10-13,06556-234448,Commissioned,vpn_tisri_ps2@jkd.cctns.in,10.11.88.100,
HZB,Giridih,Deouri  ,PS,2,1900,No,Yes,VPNoBB,,04-10-13,06556-234794,Commissioned,vpn_deo_ps@jkd.cctns.in,10.123.224.142,
HZB,Giridih,Bagodar ,PS,2,1900,No,Yes,VPNoBB,,05-02-13,06557-233066,Commissioned,vpn_bgd_ps@jkd.cctns.in,10.123.224.138,
HZB,Giridih,Ahilyapur ,PS,2,1900,Yes,Yes,RF-AIRTEL,Bharatnet,27-10-18,,Commissioned,wimaxvpn_ahilyapur@jkd.cctns.in,10.11.88.95,
HZB,Giridih,Taratand,PS,2,1900+800,Yes,Yes,RF-AIRTEL,Bharatnet,20-04-13,,Commissioned,wimaxvpn_taratand@jkd.ccctns.in,10.11.88.96,
HZB,Giridih,Lokai  Nayanpur,PS,2,1900+800,Yes,Yes,RF-AIRTEL,,23-11-18,,Commissioned,wimax_nayanpur@jkd.cctns.in,10.11.88.92,
HZB,Giridih,Bhelvaghaty  ,PS,2,1900+800,Yes,Yes,VPNODongal-JIO,Bharatnet,23-04-13,,Commissioned,wimaxvpn_bhelvaghaty@jkd.cctns.in,10.11.88.93,
HZB,Giridih,Nimiyaghat  ,PS,2,1900+800,Yes,Yes,RF-AIRTEL,,06-12-13,,Commissioned,wimaxvpn_nimiyaghat@jkd.cctns.in,10.11.88.94,
HZB,Giridih,Gandey  ,PS,2,1900+800,Yes,Yes,RF-AIRTEL,Bharatnet,24-10-18,,Commissioned,wimaxvpn_gandey@jkd.cctns.in,10.11.88.171,
HZB,Giridih,Birni ,PS,2,1900+800,Yes,Yes,RF-AIRTEL,Bharatnet,24-10-18,,Commissioned,wimaxvpn_birni@jkd.cctns.in ˜,˜10.11.88.169,
HZB,Giridih,Khukhra ,PS,2,,No,No,VPNODongal-JIO,,,,Commissioned,wimaxvpn_khukhra@jkd.cctns.in,10.11.88.91,
HZB,Giridih,Muffisil,PS,2,1900,Yes,Yes,RF-AIRTEL,Bharatnet,10-12-18,,Commissioned,,,
HZB,Giridih,Herodih,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,29-08-16,,Commissioned,,,
HZB,Giridih,Dumri  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,26-08-16,,Commissioned,,,
HZB,Giridih,Pirtand,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,07-12-16,,Commissioned,,,
HZB,Giridih,Sariya  ,PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,17-08-16,,Commissioned,,,
HZB,Giridih,Mahila ,PS,,,No,No,P2P/UTP,,6.3.2019,,Commissioned,,,
HZB,Giridih,SC/ST PS,PS,,,No,No,P2P/UTP,,6.32019,,Commissioned,,,
HZB,Giridih,Pachambha,PS,,,No,No,VPNODongal-JIO,,,,Commissioned,,,
HZB,Giridih,Cyber PS,PS,,,No,No,P2P/UTP,,2.4.2019,,Commissioned,,,
HZB,Giridih,Madhuban  ,PS,2,800,Yes,No,RF-AIRTEL,,11.1.2019,,Commissioned,,,
DMK,Godda,Godda Nagar P.S ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,01-04-13,06422-220021,Commissioned,gdd_tb_sb@jkd.cctns.in,10.11.88.77,
DMK,Godda,Mahagama  ,PS,2,1900+800,No,Yes,VPNoBB,,27-04-13,06437-228748,Commissioned,id6437228748_vpn@jkd.cctns.in ,10.122.66.146,
DMK,Godda,Rajbhitha ,PS,2,1900,Yes,Yes,RF-AIRTEL,,26-10-18,,commissioned,id6422229021_vpn@jkd.cctns.in ,10.11.88.236,
DMK,Godda,Basantrai ,PS,2,1900,Yes,Yes,RF-AIRTEL,,24-10-18,,Commissioned,id6422229022_vpn@jkd.cctns.in ,10.11.88.237,
DMK,Godda,Poraiyahat,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,,06422-258442,Commissioned,id6422258442_vpn@jkd.cctns.in,10.122.66.142,
DMK,Godda,Pathargama  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,10-04-18,,Commissioned,id6437268449_vpn@jkd.cctns.in ,10.11.88.234,
DMK,Godda,Boarijore ,PS,2,1900,Yes,Yes,RF-AIRTEL,,9.4.2019,,Commissioned,,,
DMK,Godda,Thakur Gangti  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,26-10-18,,Commissioned,,,
DMK,Godda,Hanwara,PS,2,1900,Yes,Yes,RF-AIRTEL,,26-10-18,,Commissioned,id6422229015_vpn@jkd.cctns.in,10.11.88.227 ,
DMK,Godda,Meharma  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,10-04-18,,Commissioned,id6422229017_vpn@jkd.cctns.in,10.11.88.228,
DMK,Godda,Belbadda  ,PS,2,1900,Yes,No,RF-AIRTEL,,10-04-18,,Commissioned,id6422229018_vpn@jkd.cctns.in ,10.11.88.221,
DMK,Godda,Deodar ,PS,2,1900,Yes,Yes,RF-AIRTEL,,26-10-18,,Commissioned,id6422229016_vpn@jkd.cctns.in,10.11.88.222,
DMK,Godda,Muffasil  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,30-08-16,,Commissioned,,,
DMK,Godda,Sunder  Pahari  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,09-01-16,,Commissioned,,,
DMK,Godda,Mahila,PS,,,No,No,P2P/UTP,,7.3.2019,,Commissioned,,,
RCH,Gumla,Gumla Nagar P.S,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,31-12-12,06524-223036,Commissioned,rch_gml_ps@jkd.cctns.in,10.11.88.65,
RCH,Gumla,Sisai ,PS,2,1900+800,Yes,Yes,RF-Airtel,,21-11-18,06524-224046,Commissioned,rch_sis_ps@jkd.cctns.in,10.11.88.83,
RCH,Gumla,Chainpur ,PS,2,1900,No,Yes,VPNoBB,,26-04-13,06535-274017,Commissioned,chainpur_ps@jkd.cctns.in,10.11.88.130,
RCH,Gumla,Basia,PS,2,1900,No,Yes,VPNODongal-JIO,,26-04-14,06533-233244,Commissioned,basia_ps@jkd.cctns.in,10.11.88.134,
RCH,Gumla,Raidih ,PS,2,1900+800,Yes,Yes,RF-Airtel,,05-03-13,,Commissioned,dumri_ps@jkd.cctns.in,10.11.88.140,
RCH,Gumla,Bharno ,PS,2,1900+800,Yes,Yes,RF-Airtel,,30-10-18,,Commissioned,bharno_ps@jkd.cctns.in,10.11.88.138,
RCH,Gumla,Bishunpur ,PS,2,1900,No,Yes,VPNODongal-JIO,,21-05-13,06523-278342,Commissioned,bishunpur_ps@jkd.cctns.in,10.11.88.141,
RCH,Gumla,Sursang ,PS,2,1900,Yes,No,P2P/UTP ,,,,Commissioned,kurumgarh_ps@jkd.cctns.in,10.11.88.126,
RCH,Gumla,Kurumgarh ,PS,2,1900,Yes,No,Under Chainpur PS,,,,Commissioned,sursang_ps@jkd.cctns.in,10.11.88.124,
RCH,Gumla,Palkot ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,23-08-16,,Commissioned,,,
RCH,Gumla,Kamdara ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,09-03-16,,Commissioned,,,
RCH,Gumla,Ghaghra,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,16-12-16,,Commissioned,,,
RCH,Gumla,Kurkura,PS,2,,,,P2P/UTP,,20.02.2020,,Commissioned,,,
RCH,Gumla,Mahila & Child Protection PS,PS,,,No,No,P2P/UTP,,28.3.2019,,Commissioned,,,
RCH,Gumla,SC/ST PS,PS,,,No,No,P2P/UTP,,28.3.2019,,Commissioned,,,
RCH,Gumla,Puso,PS,,,No,No,VPNODongal-JIO,,30.3.2019,,Commissioned,,,
RCH,Gumla,Karanj,PS,,,No,No,VPNODongal-JIO,,30.3.2019,,Commissioned,,,
RCH,Gumla,AHTU,PS,,,No,No,P2P/UTP,,28.3.2019,,Commissioned,,,
HZB,Hazaribagh,Hazaribag Sadar P.S,PS,1,800,Yes,No,LL/ 2 Mbps,,01-04-13,06546-223284,Commissioned,haz_ps@jkd.cctns.in,10.11.88.74,
HZB,Hazaribagh,Katkamsandi  ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,30-04-13,06546-238720,Commissioned,vpn_ktm_ps@jkd.cctns.in,10.11.88.111,
HZB,Hazaribagh,Churchu  ,PS,2,1900,No,No,VPNoBB,VPNoDongle - Airtel,05-01-13,06546-230018,Commissioned,vpn_chu_ps@jkd.cctns.in,10.11.88.115,
HZB,Hazaribagh,Keredari  ,PS,2,1900,No,Yes,VPNoBB,,05-01-13,06551-281042,Commissioned,vpn_kdr_ps@jkd.cctns.in,10.123.224.131,
HZB,Hazaribagh,Katkamdag,PS,2,800,No,No,VPNoDongle - Airtel,,25.3.2019,,Commissioned,,,
HZB,Hazaribagh,Gorhar ,PS,2,1900,Yes,No,RF-Airtel,,22-10-18,,Commissioned,Wimaxvpn_gorhar@jkd.cctns.in,10.11.92.19,
HZB,Hazaribagh,Ango  ,PS,2,1900,Yes,No,RF-Airtel,,24.12.2018,,Commissioned,,,
HZB,Hazaribagh,Chalkusa  ,PS,2,,Yes,No,VPNODongal-JIO,,25.3.2019,,Commissioned,,,
HZB,Hazaribagh,Daru,PS,2,,No,No,VPNODongal-JIO,,12.3.2019,,Commissioned,,,
HZB,Hazaribagh,Barhi  ,PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
HZB,Hazaribagh,Chauparan ,PS,2,1900,Yes,Yes,RF-Airtel,,24-10-18,,Commissioned,,,
HZB,Hazaribagh,Barkatha  ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,24-08-16,,Commissioned,,,
HZB,Hazaribagh,Bishnugarh  ,PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,31-08-16,,Commissioned,,,
HZB,Hazaribagh,Barkagaon ,PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,09-01-16,,Commissioned,,,
HZB,Hazaribagh,Giddi  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,28-09-16,,Commissioned,,,
HZB,Hazaribagh,Tati Jhariya,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,,06546-234331,Commissioned,vpn_tat_ps@jkd.cctns.in,10.11.92.12,
HZB,Hazaribagh,Charhi ,PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,30-08-16,,Commissioned,,,Under Raidih PS
HZB,Hazaribagh,Ichak,PS,2,1900+800,Yes,Yes,LL/ 2 Mbps,,,06546-285501,Commissioned,vpn_ich_ps@jkd.cctns.in,10.11.92.14,
HZB,Hazaribagh,Muffasil  ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,17-12-13,6546223676,Commissioned,vpn_haz_ps@jkd.cctns.in,10.123.224.151,Chianpur
HZB,Hazaribagh,LOHSINGHNA,PS,3,,No,No,VPNODongal-JIO,,,,Commissioned,,,
HZB,Hazaribagh,KORRA,PS,3,,No,No,VPNODongal-JIO,,,,Commissioned,,,
HZB,Hazaribagh,ST/SC,PS,3,,No,No,VPNODongal-JIO,,,,Commissioned,,,
HZB,Hazaribagh,Hazaribagh Mahila,PS,3,,No,No,VPNODongal-JIO,,,,Commissioned,,,
HZB,Hazaribagh,Barhi Mahila,PS,3,,No,No,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
JSR,Jamshedpur,Sakchi   ,PS,1,800,Yes,Yes,LL/ 2 Mbps,VPNODongal-JIO,28-12-12,0657-2431018,Commissioned,cctns_6572431018@jkd.cctns.in,10.13.99.5,
JSR,Jamshedpur,Rail,PS,1,800,Yes,No,LL/ 2 Mbps,,31-12-12,0657-2290188,Commissioned,cctns_6572290188@jkd.cctns.in,10.13.99.8,
JSR,Jamshedpur,Ghatshila     ,PS,2,1900+800,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,26-04-13,06585-225112,Commissioned,cctns_6585225112@jkd.cctns.in,10.13.99.20,
JSR,Jamshedpur,Sitaram Dera   ,PS,2,,No,Yes,VPNoBB,,15-04-13,0657-2230082,Commissioned,cctns_6572230082@jkd.cctns.in,10.13.99.13,
JSR,Jamshedpur,Barma Mines   ,PS,2,,No,No,VPNoBB,,16-04-13,0657-2345323,Commissioned,cctns_6572345323@jkd.cctns.in,10.13.99.19,
JSR,Jamshedpur,M.G.M   ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,04-10-13,0657-2360065,Commissioned,cctns_6572360065@jkd.cctns.in,10.13.99.9,
JSR,Jamshedpur,Potka   ,PS,2,1900+800,No,No,VPNoBB,,27-04-13,0657-2788238,Commissioned,cctns_6572788238@jkd.cctns.in,10.13.99.21,
JSR,Jamshedpur,Patamda   ,PS,2,1900,No,Yes,VPNoBB,,05-02-13,0657-2755321,Commissioned,cctns_6572755321@jkd.cctns.in,10.13.99.18,
JSR,Jamshedpur,Jadugora  ,PS,2,1900,No,No,VPNoBB,,05-08-13,0657-2730141,Commissioned,cctns_6572730141@jkd.cctns.in,10.13.99.25,
JSR,Jamshedpur,Bahragora  ,PS,2,1900+800,No,Yes,VPNoBB,VPNODongal-JIO,05-09-13,06594-224260,Commissioned,cctns_6594224260@jkd.cctns.in,10.13.99.23,
JSR,Jamshedpur,Galudih,PS,2,1900+800,No,Yes,VPNoBB,VPNODongal-JIO,13-05-13,06585-262671,Commissioned,cctns_6585262671@jkd.cctns.in,10.13.99.28,
JSR,Jamshedpur,Jugsalai P.S,PS,2,,No,No,VPNoBB,,27-05-13,0657-2230019,Commissioned,cctns_6572230019@jkd.cctns.in,10.13.99.39,
JSR,Jamshedpur,Bagbera  ,PS,2,,No,No,VPNoBB,VPNODongal-JIO,25-05-13,0657-2296121,Commissioned,cctns_6572296121@jkd.cctns.in,10.13.99.36,
JSR,Jamshedpur,Sundarnagar ,PS,2,,No,Yes,VPNoBB,,21-05-13,0657-2318132,Commissioned,cctns_6572318132@jkd.cctns.in,10.13.99.37,
JSR,Jamshedpur,Dhalbumgarh   ,PS,2,1900+800,No,Yes,VPNoBB,VPNODongal-JIO,07-08-13,06585-235052,Commissioned,cctns_6585235052@jkd.cctns.in,10.13.99.46,
JSR,Jamshedpur,Chakulia   ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,14-05-13,06594-233048,Commissioned,cctns_6594233048@jkd.cctns.in,10.13.99.22,
JSR,Jamshedpur,Gurabanda   ,PS,2,1900,No,Yes,VPNODongal-JIO,,2.4.2019,,Commissioned,,,
JSR,Jamshedpur,Musabani   ,PS,2,1900,No,Yes,VPNoBB,,17-05-13,06585-275036,Commissioned,cctns_6585275036@jkd.cctns.in,10.13.99.33,
JSR,Jamshedpur,Dumaria   ,PS,2,1900+800,No,Yes,VPNoBB,VPNODongal-JIO,06-06-13,06585-279023,Commissioned,cctns_6585279023@jkd.cctns.in,10.13.99.27,
JSR,Jamshedpur,Shyam Sundarpur  ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,13-10-18,,Commissioned,,,
JSR,Jamshedpur,Kawali ,PS,2,1900+800,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,25-10-18,0657-2745038,Commissioned,cctns_6572944122@jkd.cctns.in,10.11.88.13,
JSR,Jamshedpur,Bodam,PS,2,1900+800,Yes,No,RF-AIRTEL,VPNODongal-JIO,31-12-13,,Commissioned,,,
JSR,Jamshedpur,Kamalpur   ,PS,2,1900+800,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,24-10-18,,Commissioned,,,
JSR,Jamshedpur,Barsol   ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,08-01-13,,Commissioned,cctns_6594252039@jkd.cctns.in,10.13.99.49,
JSR,Jamshedpur,Parsudih ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,21-06-16,,Commissioned,,,
JSR,Jamshedpur,Telco   ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,12-10-13,0657-2281724,Commissioned,cctns_6572281724@jkd.cctns.in,10.13.99.52,
JSR,Jamshedpur,Govindpur   ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,26-05-16,0657-2276020,Commissioned,cctns_6572276020@jkd.cctns.in,10.13.99.53,
JSR,Jamshedpur,Birsanagar   ,PS,2,800,Yes,No,LL/ 2 Mbps,,26-05-16,0657-2281233,Commissioned,cctns_6572281233@jkd.cctns.in,10.13.99.56,
JSR,Jamshedpur,Sidhgora    ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,26-05-16,0657-2210214,Commissioned,cctns_6572210214@jkd.cctns.in,10.13.99.58,
JSR,Jamshedpur,Golmuri    ,PS,2,800,Yes,No,LL/ 2 Mbps,,12-12-13,0657-2270218,Commissioned,cctns_6572270218@jkd.cctns.in,10.13.99.55,
JSR,Jamshedpur,Bistupur   ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,27-05-16,0657-2230419,Commissioned,cctns_6572230419@jkd.cctns.in,10.13.99.61,
JSR,Jamshedpur,Kadma   ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,27-05-16,0657-2230153,Commissioned,cctns_6572230153@jkd.cctns.in,10.13.99.62,
JSR,Jamshedpur,Sonari   ,PS,2,800,Yes,Yes,LL/ 2 Mbps,,27-05-16,0657-2230277,Commissioned,cctns_6572230277@jkd.cctns.in,10.13.99.60,
JSR,Jamshedpur,Mango   ,PS,2,800,Yes,No,LL/ 2 Mbps,,12-10-13,0657-2360175,Commissioned,cctns_0672360175@jkd.cctns.in,10.13.99.54,
JSR,Jamshedpur,Azadnagar   ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,09.1.2019,,Commissioned,,,
JSR,Jamshedpur,SC/ST PS,PS,,,No,No,P2P/UTP,,06.03.2019,,Commissioned,,,
JSR,Jamshedpur,Mahila JSR,PS,,,No,No,VPNODongal-JIO,,1.4.2019,,Commissioned,,,
JSR,Jamshedpur,Cyber PS,PS,,,No,No,VPNODongal-JIO,,6.3.2019,,Commissioned,,,
JSR,Jamshedpur,Olidih ,PS,2,,No,No,VPNoBB,,06-05-13,0657-2650500,Commissioned,cctns_6572650500@jkd.cctns.in,10.13.99.40,
DMK,Jamtara,Jamtara Nagar P.S,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,01-04-13,06435-220095,Commissioned,jtr_tb_sb@jkd.cctns.in,10.17.150.22,
DMK,Jamtara,Nala  ,PS,2,1900,No,Yes,VPNoBB,VPNODongal-JIO,17-05-13,06428-229547,Commissioned,id6428229547_vpn@jkd.cctns.in ,10.122.66.138,
DMK,Jamtara,Phatehpur,PS,2,1900,Yes,No,VPNODongal-JIO,,,,Commissioned,,,
DMK,Jamtara,Mihijam  ,PS,2,1900,Yes,Yes,RF-AIRTEL,,,,Commissioned,id6433229007_vpn@jkd.cctns.in ,10.11.88.239,
DMK,Jamtara,Kundahit ,PS,2,1900+800,No,Yes,VPNoBB,VPNODongal-JIO,16-05-13,06428-238289,Commissioned,id6428238289_vpn@jkd.cctns.in ,10.122.66.140,
DMK,Jamtara,Karmatand,PS,2,1900,Yes,Yes,RF-AIRTEL,,10-09-18,,Commissioned,id6433229004_vpn@jkd.cctns.in ,10.11.88.238,
DMK,Jamtara,Bagdehri ,PS,2,1900,No,Yes,VPNODongal-JIO,,,,Commissioned,id6433229002_vpn@jkd.cctns.in ,10.11.88.246,
DMK,Jamtara,Bindapathar ,PS,2,1900,Yes,Yes,RF-AIRTEL,,,,Commissioned,id6433229003_vpn@jkd.cctns.in ,10.11.88.247,
DMK,Jamtara,Narayanpur ,PS,2,1900,Yes,Yes,RF-AIRTEL,,10-09-18,,Commissioned,,,
DMK,Jamtara,SC/ST PS,PS,,,No,No,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
DMK,Jamtara,Mahila,PS,,,No,No,P2P/UTP,,3.4.2019,,Commissioned,,,
DMK,Jamtara,Cyber PS,PS,,,No,No,P2P/UTP,,5.3.2019,,Commissioned,,,
RCH,Khunti,Khunti Nagar P.S               ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,13-12-12,06528-220522,Commissioned,rch_khu_ps@jkd.cctns.in,10.11.88.61,
RCH,Khunti,Rania,PS,1,1900,No,Yes,VPNoBB,VPNoDongle - Airtel,19-10-12,06538-278221,Commissioned,rch_ran_sb@jkd.cctns.in,10.11.88.36,
RCH,Khunti,Murhu ,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,,11-10-12,06538-274422,Commissioned,rch_mrh_ps@jkd.cctns.in,10.11.88.49,
RCH,Khunti,Karra ,PS,1,1900,No,Yes,VPNoBB,VPNODongal-JIO,13-10-12,06528-271125,Commissioned,rch_krr_sb@jkd.cctns.in,10.11.88.39,
RCH,Khunti,Arki ,PS,1,1900,No,Yes,VPNODongal-JIO,,30.3.2019,06530-256108,Commissioned,erki_ps@jkd.cctns.in,10.8.198.66,
RCH,Khunti,Torpa ,PS,1,1900,No,Yes,VPNoBB,VPNODongal-JIO,19-10-12,06538-233052,Commissioned,rch_top_sb2@jkd.cctns.in,10.11.88.38,
RCH,Khunti,Mahila & Child Protection PS,PS,,,No,No,P2P/UTP,VPNODongal-JIO,19.3.2019,,Commissioned,,,
RCH,Khunti,SC/ST PS,PS,,,No,No,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
RCH,Khunti,Jariyagarh,PS,,,No,No,VPNODongal-JIO,,,,Commissioned,,,
RCH,Khunti,Marhangada,PS,,,No,No,VPNODongal-JIO,,,,Commissioned,,,
RCH,Khunti,Saiko,PS,,,No,No,VPNODongal-JIO,,,,Commissioned,,,
RCH,Khunti,Tapkara,PS,,,No,No,VPNODongal-JIO,,,,Commissioned,,,
RCH,Khunti,AHTU,PS,,,No,No,P2P/UTP,VPNODongal-JIO,,,Commissioned,,,
HZB,Koderma,Kodarma  Nagar P.S,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,01-04-13,06534-252013,Commissioned,kod_ps@jkd.cctns.in,10.11.88.72,
HZB,Koderma,Jainagar  ,PS,2,1900+800,No,Yes,VPNoBB,,30-04-13,06534-262343,Commissioned,vpn_jnr_ps@jkd.cctns.in,10.123.224.132,
HZB,Koderma,Nawalsahi ,PS,2,,No,No,VPNODongal-JIO,,30.3.2019,,Commissioned,,,
HZB,Koderma,Dhab ,PS,2,1900,Yes,No,RF-Airtel,,12.01.2019,,Commissioned,,,
HZB,Koderma,Domchanch,PS,2,1900,No,No,VPNODongal-JIO,,31.3.2019,,Commissioned,,,
HZB,Koderma,Tilaiya ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,06-12-16,,Commissioned,,,
HZB,Koderma,Rail,PS,2,1900,No,Yes,LL/ 2 Mbps,,25-12-13,6534227383,Commissioned,vpn_kdm_ps1@jkd.cctns.in,10.11.92.11,
HZB,Koderma,Chandwara  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,20-06-16,,Commissioned,,,
HZB,Koderma,Satgawan  ,PS,2,1900,Yes,Yes,RF-Airtel,,14-11-18,,Commissioned,,,
HZB,Koderma,Markacho  ,PS,2,1900,Yes,No,RF-Airtel,,15-10-18,,Commissioned,,,
HZB,Koderma,Mahila,PS,2,,,,P2P/UTP,,20.02.2020,,Commissioned,,,
HZB,Koderma,SC/ST,PS,2,,,,P2P/UTP,,,,Commissioned,,,
DTJ,Latehar,Latehar Nagar P.S,PS,1,1900+800,Yes,Yes,LL/ 2 Mbps,VPNODongal-JIO,31-12-12,06565-247324,Commissioned,ltr_ds_th@jkd.cctns.in,10.11.88.68,
DTJ,Latehar,Balumath ,PS,2,1900+800,Yes,Yes,RF-Airtel,VPNODongal-JIO,14-11-18,06568-267154,Commissioned,id6568267154_bmcps@jkd.cctns.in,10.11.88.158,
DTJ,Latehar,Netarhat ,PS,2,1900,Yes,Yes,VPNODongal-JIO,,,,Commissioned,netarhat_ps@jkd.cctns.in,10.11.92.9,
DTJ,Latehar,Mahuwatand,PS,2,1900+800,Yes,NO,RF-Airtel,VPNODongal-JIO,31-05-13,06569-252248,Commissioned,id6569252248_mdrps@jkd.cctns.in,10.11.88.166,
DTJ,Latehar,Garoo ,PS,2,1900+800,No,Yes,VPNoBB,,30-05-13,06569-242236,Commissioned,id6569242236_garps@jkd.cctns.in,10.11.88.167,
DTJ,Latehar,Chhipadohar ,PS,2,1900,Yes,Yes,RF-AIRTEL,VPNODongal-JIO,15-11-18,,Commissioned,,,
DTJ,Latehar,Baresarh ,PS,2,,No,Yes,Not Feasible,,,,Not Feasible,,,
DTJ,Latehar,Manika  ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,VPNODongal-JIO,27-09-16,,Commissioned,,,
DTJ,Latehar,Chandwa ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,VPNODongal-JIO,23-09-16,,Commissioned,,,
DTJ,Latehar,Barwadih ,PS,2,1900,Yes,No,RF-AIRTEL,VPNODongal-JIO,22-11-18,,commissioned,,,
DTJ,Latehar,SC/ST PS,PS,,,No,No,P2P/UTP,VPNODongal-JIO,6.3.2019,,Commissioned,,,
DTJ,Latehar,Mahila Latehar,PS,,,No,No,P2P/UTP,VPNODongal-JIO,6.3.2019,,Commissioned,,,
DTJ,Latehar,Mahila Mahuatand,PS,,,No,No,VPNODongal-JIO,,29.3.2019,,Commissioned,,,
RCH,Lohardaga,Lohardaga Nagar P.S,PS,1,1900,Yes,Yes,LL/ 2 Mbps,,24-12-12,06526-224067,Commissioned,rch_loh_ps@jkd.cctns.in,10.11.88.64,
RCH,Lohardaga,Kuru ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,25-04-13,06526-271201,Commissioned,rch_kur_ps@jkd.cctns.in,10.11.88.92,
RCH,Lohardaga,Jobang ,PS,2,1900,Yes,Yes,RF-Airtel,,14-11-18,,Commissioned,jobang_ps@jkd.cctns.in,10.11.88.133,
RCH,Lohardaga,Pesrar,PS,2,,,,Not Feasible,,,,Not Feasible,,,
RCH,Lohardaga,Serenadag ,PS,2,1900,No,Yes,VPNODongal-JIO,,30.3.2019,,Commissioned,serenadeg_ps@jkd.cctns.in,10.11.88.132,
RCH,Lohardaga,Bagru ,PS,2,800,Yes,Yes,RF-Airtel,VPNODongal-JIO,30.3.2019,,Commissioned,,,
RCH,Lohardaga,Senha ,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,13-06-16,,Commissioned,,,
RCH,Lohardaga,Bhandra,PS,2,1900,Yes,Yes,LL/ 2 Mbps,,06-11-16,,Commissioned,,,
